Year,long,lat,Borough,crimeType,NumOfCrimes
2013,-0.020113188,51.44814353,Lewisham,Other Notifiable Offences,343
2013,-0.020113188,51.44814353,Lewisham,Robbery,1271
2013,-0.020113188,51.44814353,Lewisham,Sexual Offences,410
2013,-0.020113188,51.44814353,Lewisham,Theft and Handling,7014
2013,-0.020113188,51.44814353,Lewisham,Violence Against The Person,5960
2013,-0.19734246,51.40994531,Merton,Burglary,1788
2013,-0.19734246,51.40994531,Merton,Criminal Damage,1208
2013,-0.19734246,51.40994531,Merton,Drugs,641
2013,-0.19734246,51.40994531,Merton,Fraud or Forgery,63
2013,-0.19734246,51.40994531,Merton,Other Notifiable Offences,154
2013,-0.19734246,51.40994531,Merton,Robbery,440
2013,-0.19734246,51.40994531,Merton,Sexual Offences,195
2013,-0.19734246,51.40994531,Merton,Theft and Handling,4543
2013,-0.19734246,51.40994531,Merton,Violence Against The Person,2466
2013,0.036251622,51.52833596,Newham,Burglary,2921
2013,0.036251622,51.52833596,Newham,Criminal Damage,2086
2013,0.036251622,51.52833596,Newham,Drugs,1623
2013,0.036251622,51.52833596,Newham,Fraud or Forgery,197
2013,0.036251622,51.52833596,Newham,Other Notifiable Offences,423
2013,0.036251622,51.52833596,Newham,Robbery,2127
2013,0.036251622,51.52833596,Newham,Sexual Offences,429
2013,0.036251622,51.52833596,Newham,Theft and Handling,11937
2013,0.036251622,51.52833596,Newham,Violence Against The Person,6173
2013,0.075695705,51.58549606,Redbridge,Burglary,2994
2013,0.075695705,51.58549606,Redbridge,Criminal Damage,1495
2013,0.075695705,51.58549606,Redbridge,Drugs,1807
2013,0.075695705,51.58549606,Redbridge,Fraud or Forgery,156
2013,0.075695705,51.58549606,Redbridge,Other Notifiable Offences,298
2013,0.075695705,51.58549606,Redbridge,Robbery,886
2013,0.075695705,51.58549606,Redbridge,Sexual Offences,281
2013,0.075695705,51.58549606,Redbridge,Theft and Handling,7917
2013,0.075695705,51.58549606,Redbridge,Violence Against The Person,4244
2013,-0.313109722,51.44213678,Richmond upon Thames,Burglary,1931
2013,-0.313109722,51.44213678,Richmond upon Thames,Criminal Damage,1149
2013,-0.313109722,51.44213678,Richmond upon Thames,Drugs,628
2013,-0.313109722,51.44213678,Richmond upon Thames,Fraud or Forgery,63
2013,-0.313109722,51.44213678,Richmond upon Thames,Other Notifiable Offences,144
2013,-0.313109722,51.44213678,Richmond upon Thames,Robbery,194
2013,-0.313109722,51.44213678,Richmond upon Thames,Sexual Offences,120
2013,-0.313109722,51.44213678,Richmond upon Thames,Theft and Handling,3770
2013,-0.313109722,51.44213678,Richmond upon Thames,Violence Against The Person,1907
2013,-0.074562705,51.47311693,Southwark,Burglary,3477
2013,-0.074562705,51.47311693,Southwark,Criminal Damage,2380
2013,-0.074562705,51.47311693,Southwark,Drugs,2677
2013,-0.074562705,51.47311693,Southwark,Fraud or Forgery,140
2013,-0.074562705,51.47311693,Southwark,Other Notifiable Offences,453
2013,-0.074562705,51.47311693,Southwark,Robbery,2266
2013,-0.074562705,51.47311693,Southwark,Sexual Offences,428
2013,-0.074562705,51.47311693,Southwark,Theft and Handling,12459
2013,-0.074562705,51.47311693,Southwark,Violence Against The Person,6281
2013,-0.177442606,51.36209146,Sutton,Burglary,1430
2013,-0.177442606,51.36209146,Sutton,Criminal Damage,1224
2013,-0.177442606,51.36209146,Sutton,Drugs,480
2013,-0.177442606,51.36209146,Sutton,Fraud or Forgery,32
2013,-0.177442606,51.36209146,Sutton,Other Notifiable Offences,141
2013,-0.177442606,51.36209146,Sutton,Robbery,247
2013,-0.177442606,51.36209146,Sutton,Sexual Offences,202
2013,-0.177442606,51.36209146,Sutton,Theft and Handling,4050
2013,-0.177442606,51.36209146,Sutton,Violence Against The Person,2378
2013,-0.035755196,51.51712534,Tower Hamlets,Burglary,2751
2013,-0.035755196,51.51712534,Tower Hamlets,Criminal Damage,2076
2013,-0.035755196,51.51712534,Tower Hamlets,Drugs,3030
2013,-0.035755196,51.51712534,Tower Hamlets,Fraud or Forgery,131
2013,-0.035755196,51.51712534,Tower Hamlets,Other Notifiable Offences,495
2013,-0.035755196,51.51712534,Tower Hamlets,Robbery,1262
2013,-0.035755196,51.51712534,Tower Hamlets,Sexual Offences,364
2013,-0.035755196,51.51712534,Tower Hamlets,Theft and Handling,9233
2013,-0.035755196,51.51712534,Tower Hamlets,Violence Against The Person,6370
2013,-0.012739664,51.59412072,Waltham Forest,Burglary,2705
2013,-0.012739664,51.59412072,Waltham Forest,Criminal Damage,1802
2013,-0.012739664,51.59412072,Waltham Forest,Drugs,1700
2013,-0.012739664,51.59412072,Waltham Forest,Fraud or Forgery,118
2013,-0.012739664,51.59412072,Waltham Forest,Other Notifiable Offences,318
2013,-0.012739664,51.59412072,Waltham Forest,Robbery,984
2013,-0.012739664,51.59412072,Waltham Forest,Sexual Offences,340
2013,-0.012739664,51.59412072,Waltham Forest,Theft and Handling,8891
2013,-0.012739664,51.59412072,Waltham Forest,Violence Against The Person,5193
2013,-0.186568805,51.45127296,Wandsworth,Burglary,3098
2013,-0.186568805,51.45127296,Wandsworth,Criminal Damage,1809
2013,-0.186568805,51.45127296,Wandsworth,Drugs,1074
2013,-0.186568805,51.45127296,Wandsworth,Fraud or Forgery,116
2013,-0.186568805,51.45127296,Wandsworth,Other Notifiable Offences,329
2013,-0.186568805,51.45127296,Wandsworth,Robbery,946
2013,-0.186568805,51.45127296,Wandsworth,Sexual Offences,357
2013,-0.186568805,51.45127296,Wandsworth,Theft and Handling,9695
2013,-0.186568805,51.45127296,Wandsworth,Violence Against The Person,4019
2013,-0.161087673,51.51378932,Westminster,Burglary,3910
2013,-0.161087673,51.51378932,Westminster,Criminal Damage,2084
2013,-0.161087673,51.51378932,Westminster,Drugs,4167
2013,-0.161087673,51.51378932,Westminster,Fraud or Forgery,263
2013,-0.161087673,51.51378932,Westminster,Other Notifiable Offences,765
2013,-0.161087673,51.51378932,Westminster,Robbery,2206
2013,-0.161087673,51.51378932,Westminster,Sexual Offences,481
2013,-0.161087673,51.51378932,Westminster,Theft and Handling,32624
2013,-0.161087673,51.51378932,Westminster,Violence Against The Person,6911
2014,0.132869,51.545305,Barking and Dagenham,Burglary,1902
2014,0.132869,51.545305,Barking and Dagenham,Criminal Damage,1668
2014,0.132869,51.545305,Barking and Dagenham,Drugs,809
2014,0.132869,51.545305,Barking and Dagenham,Fraud or Forgery,36
2014,0.132869,51.545305,Barking and Dagenham,Other Notifiable Offences,327
2014,0.132869,51.545305,Barking and Dagenham,Robbery,494
2014,0.132869,51.545305,Barking and Dagenham,Sexual Offences,343
2014,0.132869,51.545305,Barking and Dagenham,Theft and Handling,5084
2014,0.132869,51.545305,Barking and Dagenham,Violence Against The Person,4978
2014,-0.20435,51.598981,Barnet,Burglary,3629
2014,-0.20435,51.598981,Barnet,Criminal Damage,2101
2014,-0.20435,51.598981,Barnet,Drugs,1046
2014,-0.20435,51.598981,Barnet,Fraud or Forgery,35
2014,-0.20435,51.598981,Barnet,Other Notifiable Offences,361
2014,-0.20435,51.598981,Barnet,Robbery,560
2014,-0.20435,51.598981,Barnet,Sexual Offences,377
2014,-0.20435,51.598981,Barnet,Theft and Handling,8899
2014,0.140448,51.459029,Barnet,Violence Against The Person,5802
2014,0.140448,51.459029,Bexley,Burglary,1542
2014,0.140448,51.459029,Bexley,Criminal Damage,1462
2014,0.140448,51.459029,Bexley,Drugs,765
2014,0.140448,51.459029,Bexley,Fraud or Forgery,9
2014,0.140448,51.459029,Bexley,Other Notifiable Offences,248
2014,0.140448,51.459029,Bexley,Robbery,204
2014,0.140448,51.459029,Bexley,Sexual Offences,235
2014,0.140448,51.459029,Bexley,Theft and Handling,4167
2014,0.140448,51.459029,Bexley,Violence Against The Person,3349
2014,-0.267615105,51.55852881,Brent,Burglary,2640
2014,-0.267615105,51.55852881,Brent,Criminal Damage,2135
2014,-0.267615105,51.55852881,Brent,Drugs,2912
2014,-0.267615105,51.55852881,Brent,Fraud or Forgery,25
2014,-0.267615105,51.55852881,Brent,Other Notifiable Offences,472
2014,-0.267615105,51.55852881,Brent,Robbery,878
2014,-0.267615105,51.55852881,Brent,Sexual Offences,448
2014,-0.267615105,51.55852881,Brent,Theft and Handling,7306
2014,-0.267615105,51.55852881,Brent,Violence Against The Person,7703
2014,0.051581072,51.37200568,Bromley,Burglary,2692
2014,0.051581072,51.37200568,Bromley,Criminal Damage,2275
2014,0.051581072,51.37200568,Bromley,Drugs,990
2014,0.051581072,51.37200568,Bromley,Fraud or Forgery,17
2014,0.051581072,51.37200568,Bromley,Other Notifiable Offences,329
2014,0.051581072,51.37200568,Bromley,Robbery,390
2014,0.051581072,51.37200568,Bromley,Sexual Offences,351
2014,0.051581072,51.37200568,Bromley,Theft and Handling,7330
2014,0.051581072,51.37200568,Bromley,Violence Against The Person,5515
2014,-0.15753842,51.54638273,Camden,Burglary,2930
2014,-0.15753842,51.54638273,Camden,Criminal Damage,1673
2014,-0.15753842,51.54638273,Camden,Drugs,1919
2014,-0.15753842,51.54638273,Camden,Fraud or Forgery,53
2014,-0.15753842,51.54638273,Camden,Other Notifiable Offences,477
2014,-0.15753842,51.54638273,Camden,Robbery,882
2014,-0.15753842,51.54638273,Camden,Sexual Offences,394
2014,-0.15753842,51.54638273,Camden,Theft and Handling,12499
2014,-0.15753842,51.54638273,Camden,Violence Against The Person,5697
2014,-0.08714974,51.35540335,Croydon,Burglary,3144
2014,-0.08714974,51.35540335,Croydon,Criminal Damage,2833
2014,-0.08714974,51.35540335,Croydon,Drugs,1869
2014,-0.08714974,51.35540335,Croydon,Fraud or Forgery,30
2014,-0.08714974,51.35540335,Croydon,Other Notifiable Offences,505
2014,-0.08714974,51.35540335,Croydon,Robbery,974
2014,-0.08714974,51.35540335,Croydon,Sexual Offences,580
2014,-0.08714974,51.35540335,Croydon,Theft and Handling,9559
2014,-0.08714974,51.35540335,Croydon,Violence Against The Person,8256
2014,-0.331103318,51.52252369,Ealing,Burglary,2909
2014,-0.331103318,51.52252369,Ealing,Criminal Damage,2329
2014,-0.331103318,51.52252369,Ealing,Drugs,1606
2014,-0.331103318,51.52252369,Ealing,Fraud or Forgery,59
2014,-0.331103318,51.52252369,Ealing,Other Notifiable Offences,472
2014,-0.331103318,51.52252369,Ealing,Robbery,648
2014,-0.331103318,51.52252369,Ealing,Sexual Offences,451
2014,-0.331103318,51.52252369,Ealing,Theft and Handling,9108
2014,-0.331103318,51.52252369,Ealing,Violence Against The Person,7401
2014,-0.087357679,51.6510689,Enfield,Burglary,3050
2014,-0.087357679,51.6510689,Enfield,Criminal Damage,2069
2014,-0.087357679,51.6510689,Enfield,Drugs,1423
2014,-0.087357679,51.6510689,Enfield,Fraud or Forgery,40
2014,-0.087357679,51.6510689,Enfield,Other Notifiable Offences,440
2014,-0.087357679,51.6510689,Enfield,Robbery,769
2014,-0.087357679,51.6510689,Enfield,Sexual Offences,430
2014,-0.087357679,51.6510689,Enfield,Theft and Handling,7760
2014,-0.087357679,51.6510689,Enfield,Violence Against The Person,5971
2014,0.056667612,51.4727399,Greenwich,Burglary,2147
2014,0.056667612,51.4727399,Greenwich,Criminal Damage,1980
2014,0.056667612,51.4727399,Greenwich,Drugs,1235
2014,0.056667612,51.4727399,Greenwich,Fraud or Forgery,45
2014,0.056667612,51.4727399,Greenwich,Other Notifiable Offences,446
2014,0.056667612,51.4727399,Greenwich,Robbery,398
2014,0.056667612,51.4727399,Greenwich,Sexual Offences,410
2014,0.056667612,51.4727399,Greenwich,Theft and Handling,6995
2014,0.056667612,51.4727399,Greenwich,Violence Against The Person,6450
2014,-0.063392167,51.55224629,Hackney,Burglary,2676
2014,-0.063392167,51.55224629,Hackney,Criminal Damage,1920
2014,-0.063392167,51.55224629,Hackney,Drugs,1297
2014,-0.063392167,51.55224629,Hackney,Fraud or Forgery,27
2014,-0.063392167,51.55224629,Hackney,Other Notifiable Offences,431
2014,-0.063392167,51.55224629,Hackney,Robbery,959
2014,-0.063392167,51.55224629,Hackney,Sexual Offences,503
2014,-0.063392167,51.55224629,Hackney,Theft and Handling,9148
2014,-0.063392167,51.55224629,Hackney,Violence Against The Person,7114
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Burglary,1449
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Criminal Damage,1364
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Drugs,1807
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Fraud or Forgery,30
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Other Notifiable Offences,429
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Robbery,370
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Sexual Offences,287
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Theft and Handling,8179
2014,-0.221423779,51.49608552,Hammersmith and Fulham,Violence Against The Person,4840
2014,-0.107489086,51.5904085,Haringey,Burglary,2890
2014,-0.107489086,51.5904085,Haringey,Criminal Damage,2146
2014,-0.107489086,51.5904085,Haringey,Drugs,1170
2014,-0.107489086,51.5904085,Haringey,Fraud or Forgery,32
2014,-0.107489086,51.5904085,Haringey,Other Notifiable Offences,396
2014,-0.107489086,51.5904085,Haringey,Robbery,981
2014,-0.107489086,51.5904085,Haringey,Sexual Offences,432
2014,-0.107489086,51.5904085,Haringey,Theft and Handling,8550
2014,-0.107489086,51.5904085,Haringey,Violence Against The Person,6270
2014,-0.34121755,51.59762886,Harrow,Burglary,1834
2014,-0.34121755,51.59762886,Harrow,Criminal Damage,1185
2014,-0.34121755,51.59762886,Harrow,Drugs,936
2014,-0.34121755,51.59762886,Harrow,Fraud or Forgery,20
2014,-0.34121755,51.59762886,Harrow,Other Notifiable Offences,233
2014,-0.34121755,51.59762886,Harrow,Robbery,306
2014,-0.34121755,51.59762886,Harrow,Sexual Offences,237
2014,-0.34121755,51.59762886,Harrow,Theft and Handling,3824
2014,-0.34121755,51.59762886,Harrow,Violence Against The Person,3469
2014,0.221167602,51.56436983,Havering,Burglary,2124
2014,0.221167602,51.56436983,Havering,Criminal Damage,1559
2014,0.221167602,51.56436983,Havering,Drugs,751
2014,0.221167602,51.56436983,Havering,Fraud or Forgery,18
2014,0.221167602,51.56436983,Havering,Other Notifiable Offences,320
2014,0.221167602,51.56436983,Havering,Robbery,288
2014,0.221167602,51.56436983,Havering,Sexual Offences,380
2014,0.221167602,51.56436983,Havering,Theft and Handling,5635
2014,0.221167602,51.56436983,Havering,Violence Against The Person,3974
2014,-0.44582914,51.54153292,Hillingdon,Burglary,2683
2014,-0.44582914,51.54153292,Hillingdon,Criminal Damage,2427
2014,-0.44582914,51.54153292,Hillingdon,Drugs,925
2014,-0.44582914,51.54153292,Hillingdon,Fraud or Forgery,29
2014,-0.44582914,51.54153292,Hillingdon,Other Notifiable Offences,891
2014,-0.44582914,51.54153292,Hillingdon,Robbery,503
2014,-0.44582914,51.54153292,Hillingdon,Sexual Offences,407
2014,-0.44582914,51.54153292,Hillingdon,Theft and Handling,8566
2014,-0.44582914,51.54153292,Hillingdon,Violence Against The Person,6856
2014,-0.367126387,51.46840119,Hounslow,Burglary,1927
2014,-0.367126387,51.46840119,Hounslow,Criminal Damage,1944
2014,-0.367126387,51.46840119,Hounslow,Drugs,1517
2014,-0.367126387,51.46840119,Hounslow,Fraud or Forgery,32
2014,-0.367126387,51.46840119,Hounslow,Other Notifiable Offences,454
2014,-0.367126387,51.46840119,Hounslow,Robbery,399
2014,-0.367126387,51.46840119,Hounslow,Sexual Offences,439
2014,-0.367126387,51.46840119,Hounslow,Theft and Handling,7264
2014,-0.367126387,51.46840119,Hounslow,Violence Against The Person,6059
2014,-0.110522698,51.54864424,Islington,Burglary,2358
2014,-0.110522698,51.54864424,Islington,Criminal Damage,1958
2014,-0.110522698,51.54864424,Islington,Drugs,1311
2014,-0.110522698,51.54864424,Islington,Fraud or Forgery,27
2014,-0.110522698,51.54864424,Islington,Other Notifiable Offences,449
2014,-0.110522698,51.54864424,Islington,Robbery,836
2014,-0.110522698,51.54864424,Islington,Sexual Offences,371
2014,-0.110522698,51.54864424,Islington,Theft and Handling,10126
2014,-0.110522698,51.54864424,Islington,Violence Against The Person,6504
2014,-0.192878281,51.501641,Kensington and Chelsea,Burglary,1573
2014,-0.192878281,51.501641,Kensington and Chelsea,Criminal Damage,970
2014,-0.192878281,51.501641,Kensington and Chelsea,Drugs,782
2014,-0.192878281,51.501641,Kensington and Chelsea,Fraud or Forgery,24
2014,-0.192878281,51.501641,Kensington and Chelsea,Other Notifiable Offences,246
2014,-0.192878281,51.501641,Kensington and Chelsea,Robbery,456
2014,-0.192878281,51.501641,Kensington and Chelsea,Sexual Offences,239
2014,-0.192878281,51.501641,Kensington and Chelsea,Theft and Handling,9580
2014,-0.192878281,51.501641,Kensington and Chelsea,Violence Against The Person,3572
2014,-0.286839936,51.38778202,Kingston upon Thames,Burglary,993
2014,-0.286839936,51.38778202,Kingston upon Thames,Criminal Damage,983
2014,-0.286839936,51.38778202,Kingston upon Thames,Drugs,750
2014,-0.286839936,51.38778202,Kingston upon Thames,Fraud or Forgery,6
2014,-0.286839936,51.38778202,Kingston upon Thames,Other Notifiable Offences,144
2014,-0.286839936,51.38778202,Kingston upon Thames,Robbery,107
2014,-0.286839936,51.38778202,Kingston upon Thames,Sexual Offences,191
2014,-0.286839936,51.38778202,Kingston upon Thames,Theft and Handling,3552
2014,-0.286839936,51.38778202,Kingston upon Thames,Violence Against The Person,2386
2014,-0.118211164,51.45327427,Lambeth,Burglary,3024
2014,-0.118211164,51.45327427,Lambeth,Criminal Damage,2540
2014,-0.118211164,51.45327427,Lambeth,Drugs,2640
2014,-0.118211164,51.45327427,Lambeth,Fraud or Forgery,49
2014,-0.118211164,51.45327427,Lambeth,Other Notifiable Offences,583
2014,-0.118211164,51.45327427,Lambeth,Robbery,1384
2014,-0.118211164,51.45327427,Lambeth,Sexual Offences,660
2014,-0.118211164,51.45327427,Lambeth,Theft and Handling,11591
2014,-0.118211164,51.45327427,Lambeth,Violence Against The Person,8968
2014,-0.020113188,51.44814353,Lewisham,Burglary,2337
2014,-0.020113188,51.44814353,Lewisham,Criminal Damage,2187
2014,-0.020113188,51.44814353,Lewisham,Drugs,1320
2014,-0.020113188,51.44814353,Lewisham,Fraud or Forgery,36
2014,-0.020113188,51.44814353,Lewisham,Other Notifiable Offences,370
2014,-0.020113188,51.44814353,Lewisham,Robbery,788
2014,-0.020113188,51.44814353,Lewisham,Sexual Offences,497
2014,-0.020113188,51.44814353,Lewisham,Theft and Handling,6765
2014,-0.020113188,51.44814353,Lewisham,Violence Against The Person,6958
2014,-0.19734246,51.40994531,Merton,Burglary,1683
2014,-0.19734246,51.40994531,Merton,Criminal Damage,1259
2014,-0.19734246,51.40994531,Merton,Drugs,561
2014,-0.19734246,51.40994531,Merton,Fraud or Forgery,15
2014,-0.19734246,51.40994531,Merton,Other Notifiable Offences,171
2014,-0.19734246,51.40994531,Merton,Robbery,285
2014,-0.19734246,51.40994531,Merton,Sexual Offences,200
2014,-0.19734246,51.40994531,Merton,Theft and Handling,4257
2014,-0.19734246,51.40994531,Merton,Violence Against The Person,3032
2014,0.036251622,51.52833596,Newham,Burglary,2487
2014,0.036251622,51.52833596,Newham,Criminal Damage,2228
2014,0.036251622,51.52833596,Newham,Drugs,1724
2014,0.036251622,51.52833596,Newham,Fraud or Forgery,31
2014,0.036251622,51.52833596,Newham,Other Notifiable Offences,572
2014,0.036251622,51.52833596,Newham,Robbery,1630
2014,0.036251622,51.52833596,Newham,Sexual Offences,543
2014,0.036251622,51.52833596,Newham,Theft and Handling,11126
2014,0.036251622,51.52833596,Newham,Violence Against The Person,7898
2014,0.075695705,51.58549606,Redbridge,Burglary,2632
2014,0.075695705,51.58549606,Redbridge,Criminal Damage,1618
2014,0.075695705,51.58549606,Redbridge,Drugs,1536
2014,0.075695705,51.58549606,Redbridge,Fraud or Forgery,22
2014,0.075695705,51.58549606,Redbridge,Other Notifiable Offences,401
2014,0.075695705,51.58549606,Redbridge,Robbery,715
2014,0.075695705,51.58549606,Redbridge,Sexual Offences,428
2014,0.075695705,51.58549606,Redbridge,Theft and Handling,6857
2014,0.075695705,51.58549606,Redbridge,Violence Against The Person,5671
2014,-0.313109722,51.44213678,Richmond upon Thames,Burglary,1759
2014,-0.313109722,51.44213678,Richmond upon Thames,Criminal Damage,1086
2014,-0.313109722,51.44213678,Richmond upon Thames,Drugs,457
2014,-0.313109722,51.44213678,Richmond upon Thames,Fraud or Forgery,17
2014,-0.313109722,51.44213678,Richmond upon Thames,Other Notifiable Offences,191
2014,-0.313109722,51.44213678,Richmond upon Thames,Robbery,131
2014,-0.313109722,51.44213678,Richmond upon Thames,Sexual Offences,192
2014,-0.313109722,51.44213678,Richmond upon Thames,Theft and Handling,3909
2014,-0.313109722,51.44213678,Richmond upon Thames,Violence Against The Person,2383
2014,-0.074562705,51.47311693,Southwark,Burglary,2840
2014,-0.074562705,51.47311693,Southwark,Criminal Damage,2469
2014,-0.074562705,51.47311693,Southwark,Drugs,2732
2014,-0.074562705,51.47311693,Southwark,Fraud or Forgery,40
2014,-0.074562705,51.47311693,Southwark,Other Notifiable Offences,480
2014,-0.074562705,51.47311693,Southwark,Robbery,1277
2014,-0.074562705,51.47311693,Southwark,Sexual Offences,533
2014,-0.074562705,51.47311693,Southwark,Theft and Handling,10295
2014,-0.074562705,51.47311693,Southwark,Violence Against The Person,7783
2014,-0.177442606,51.36209146,Sutton,Burglary,1401
2014,-0.177442606,51.36209146,Sutton,Criminal Damage,1258
2014,-0.177442606,51.36209146,Sutton,Drugs,456
2014,-0.177442606,51.36209146,Sutton,Fraud or Forgery,7
2014,-0.177442606,51.36209146,Sutton,Other Notifiable Offences,134
2014,-0.177442606,51.36209146,Sutton,Robbery,202
2014,-0.177442606,51.36209146,Sutton,Sexual Offences,231
2014,-0.177442606,51.36209146,Sutton,Theft and Handling,3707
2014,-0.177442606,51.36209146,Sutton,Violence Against The Person,3133
2014,-0.035755196,51.51712534,Tower Hamlets,Burglary,2344
2014,-0.035755196,51.51712534,Tower Hamlets,Criminal Damage,2240
2014,-0.035755196,51.51712534,Tower Hamlets,Drugs,2197
2014,-0.035755196,51.51712534,Tower Hamlets,Fraud or Forgery,21
2014,-0.035755196,51.51712534,Tower Hamlets,Other Notifiable Offences,513
2014,-0.035755196,51.51712534,Tower Hamlets,Robbery,1113
2014,-0.035755196,51.51712534,Tower Hamlets,Sexual Offences,491
2014,-0.035755196,51.51712534,Tower Hamlets,Theft and Handling,8376
2014,-0.035755196,51.51712534,Tower Hamlets,Violence Against The Person,7575
2014,-0.012739664,51.59412072,Waltham Forest,Burglary,2472
2014,-0.012739664,51.59412072,Waltham Forest,Criminal Damage,1731
2014,-0.012739664,51.59412072,Waltham Forest,Drugs,1361
2014,-0.012739664,51.59412072,Waltham Forest,Fraud or Forgery,27
2014,-0.012739664,51.59412072,Waltham Forest,Other Notifiable Offences,374
2014,-0.012739664,51.59412072,Waltham Forest,Robbery,714
2014,-0.012739664,51.59412072,Waltham Forest,Sexual Offences,390
2014,-0.012739664,51.59412072,Waltham Forest,Theft and Handling,7195
2014,-0.012739664,51.59412072,Waltham Forest,Violence Against The Person,6144
2014,-0.186568805,51.45127296,Wandsworth,Burglary,2678
2014,-0.186568805,51.45127296,Wandsworth,Criminal Damage,1759
2014,-0.186568805,51.45127296,Wandsworth,Drugs,887
2014,-0.186568805,51.45127296,Wandsworth,Fraud or Forgery,24
2014,-0.186568805,51.45127296,Wandsworth,Other Notifiable Offences,371
2014,-0.186568805,51.45127296,Wandsworth,Robbery,601
2014,-0.186568805,51.45127296,Wandsworth,Sexual Offences,390
2014,-0.186568805,51.45127296,Wandsworth,Theft and Handling,8831
2014,-0.186568805,51.45127296,Wandsworth,Violence Against The Person,5390
2014,-0.161087673,51.51378932,Westminster,Burglary,3438
2014,-0.161087673,51.51378932,Westminster,Criminal Damage,2017
2014,-0.161087673,51.51378932,Westminster,Drugs,2810
2014,-0.161087673,51.51378932,Westminster,Fraud or Forgery,76
2014,-0.161087673,51.51378932,Westminster,Other Notifiable Offences,801
2014,-0.161087673,51.51378932,Westminster,Robbery,1939
2014,-0.161087673,51.51378932,Westminster,Sexual Offences,621
2014,-0.161087673,51.51378932,Westminster,Theft and Handling,26868
2014,-0.161087673,51.51378932,Westminster,Violence Against The Person,8442
2015,0.132869,51.545305,Barking and Dagenham,Burglary,1629
2015,0.132869,51.545305,Barking and Dagenham,Criminal Damage,1823
2015,0.132869,51.545305,Barking and Dagenham,Drugs,947
2015,0.132869,51.545305,Barking and Dagenham,Fraud or Forgery,22
2015,0.132869,51.545305,Barking and Dagenham,Other Notifiable Offences,333
2015,0.132869,51.545305,Barking and Dagenham,Robbery,553
2015,0.132869,51.545305,Barking and Dagenham,Sexual Offences,406
2015,0.132869,51.545305,Barking and Dagenham,Theft and Handling,5136
2015,0.132869,51.545305,Barking and Dagenham,Violence Against The Person,5900
2015,-0.20435,51.598981,Barnet,Burglary,3851
2015,-0.20435,51.598981,Barnet,Criminal Damage,2246
2015,-0.20435,51.598981,Barnet,Drugs,807
2015,-0.20435,51.598981,Barnet,Fraud or Forgery,54
2015,-0.20435,51.598981,Barnet,Other Notifiable Offences,389
2015,-0.20435,51.598981,Barnet,Robbery,622
2015,-0.20435,51.598981,Barnet,Sexual Offences,407
2015,-0.20435,51.598981,Barnet,Theft and Handling,9149
2015,0.140448,51.459029,Barnet,Violence Against The Person,6896
2015,0.140448,51.459029,Bexley,Burglary,1085
2015,0.140448,51.459029,Bexley,Criminal Damage,1566
2015,0.140448,51.459029,Bexley,Drugs,678
2015,0.140448,51.459029,Bexley,Fraud or Forgery,9
2015,0.140448,51.459029,Bexley,Other Notifiable Offences,388
2015,0.140448,51.459029,Bexley,Robbery,171
2015,0.140448,51.459029,Bexley,Sexual Offences,265
2015,0.140448,51.459029,Bexley,Theft and Handling,4145
2015,0.140448,51.459029,Bexley,Violence Against The Person,3938
2015,-0.267615105,51.55852881,Brent,Burglary,2700
2015,-0.267615105,51.55852881,Brent,Criminal Damage,2132
2015,-0.267615105,51.55852881,Brent,Drugs,1819
2015,-0.267615105,51.55852881,Brent,Fraud or Forgery,32
2015,-0.267615105,51.55852881,Brent,Other Notifiable Offences,410
2015,-0.267615105,51.55852881,Brent,Robbery,886
2015,-0.267615105,51.55852881,Brent,Sexual Offences,488
2015,-0.267615105,51.55852881,Brent,Theft and Handling,8410
2015,-0.267615105,51.55852881,Brent,Violence Against The Person,8486
2015,0.051581072,51.37200568,Bromley,Burglary,2525
2015,0.051581072,51.37200568,Bromley,Criminal Damage,2297
2015,0.051581072,51.37200568,Bromley,Drugs,871
2015,0.051581072,51.37200568,Bromley,Fraud or Forgery,19
2015,0.051581072,51.37200568,Bromley,Other Notifiable Offences,405
2015,0.051581072,51.37200568,Bromley,Robbery,363
2015,0.051581072,51.37200568,Bromley,Sexual Offences,387
2015,0.051581072,51.37200568,Bromley,Theft and Handling,7531
2015,0.051581072,51.37200568,Bromley,Violence Against The Person,6618
2015,-0.15753842,51.54638273,Camden,Burglary,2836
2015,-0.15753842,51.54638273,Camden,Criminal Damage,1891
2015,-0.15753842,51.54638273,Camden,Drugs,1666
2015,-0.15753842,51.54638273,Camden,Fraud or Forgery,30
2015,-0.15753842,51.54638273,Camden,Other Notifiable Offences,438
2015,-0.15753842,51.54638273,Camden,Robbery,1027
2015,-0.15753842,51.54638273,Camden,Sexual Offences,522
2015,-0.15753842,51.54638273,Camden,Theft and Handling,14190
2015,-0.15753842,51.54638273,Camden,Violence Against The Person,7131
2015,-0.08714974,51.35540335,Croydon,Burglary,2720
2015,-0.08714974,51.35540335,Croydon,Criminal Damage,3113
