Year,long,lat,Borough,crimeType,NumOfCrimes
2015,-0.08714974,51.35540335,Croydon,Drugs,1569
2015,-0.08714974,51.35540335,Croydon,Fraud or Forgery,39
2015,-0.08714974,51.35540335,Croydon,Other Notifiable Offences,579
2015,-0.08714974,51.35540335,Croydon,Robbery,729
2015,-0.08714974,51.35540335,Croydon,Sexual Offences,649
2015,-0.08714974,51.35540335,Croydon,Theft and Handling,9463
2015,-0.08714974,51.35540335,Croydon,Violence Against The Person,9881
2015,-0.331103318,51.52252369,Ealing,Burglary,2629
2015,-0.331103318,51.52252369,Ealing,Criminal Damage,2474
2015,-0.331103318,51.52252369,Ealing,Drugs,1411
2015,-0.331103318,51.52252369,Ealing,Fraud or Forgery,56
2015,-0.331103318,51.52252369,Ealing,Other Notifiable Offences,547
2015,-0.331103318,51.52252369,Ealing,Robbery,635
2015,-0.331103318,51.52252369,Ealing,Sexual Offences,531
2015,-0.331103318,51.52252369,Ealing,Theft and Handling,9499
2015,-0.331103318,51.52252369,Ealing,Violence Against The Person,8947
2015,-0.087357679,51.6510689,Enfield,Burglary,2809
2015,-0.087357679,51.6510689,Enfield,Criminal Damage,2128
2015,-0.087357679,51.6510689,Enfield,Drugs,1232
2015,-0.087357679,51.6510689,Enfield,Fraud or Forgery,34
2015,-0.087357679,51.6510689,Enfield,Other Notifiable Offences,427
2015,-0.087357679,51.6510689,Enfield,Robbery,939
2015,-0.087357679,51.6510689,Enfield,Sexual Offences,444
2015,-0.087357679,51.6510689,Enfield,Theft and Handling,7787
2015,-0.087357679,51.6510689,Enfield,Violence Against The Person,6714
2015,0.056667612,51.4727399,Greenwich,Burglary,1863
2015,0.056667612,51.4727399,Greenwich,Criminal Damage,2276
2015,0.056667612,51.4727399,Greenwich,Drugs,943
2015,0.056667612,51.4727399,Greenwich,Fraud or Forgery,45
2015,0.056667612,51.4727399,Greenwich,Other Notifiable Offences,511
2015,0.056667612,51.4727399,Greenwich,Robbery,464
2015,0.056667612,51.4727399,Greenwich,Sexual Offences,499
2015,0.056667612,51.4727399,Greenwich,Theft and Handling,7054
2015,0.056667612,51.4727399,Greenwich,Violence Against The Person,7752
2015,-0.063392167,51.55224629,Hackney,Burglary,2514
2015,-0.063392167,51.55224629,Hackney,Criminal Damage,2029
2015,-0.063392167,51.55224629,Hackney,Drugs,1316
2015,-0.063392167,51.55224629,Hackney,Fraud or Forgery,31
2015,-0.063392167,51.55224629,Hackney,Other Notifiable Offences,467
2015,-0.063392167,51.55224629,Hackney,Robbery,1040
2015,-0.063392167,51.55224629,Hackney,Sexual Offences,589
2015,-0.063392167,51.55224629,Hackney,Theft and Handling,10872
2015,-0.063392167,51.55224629,Hackney,Violence Against The Person,8429
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Burglary,1571
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Criminal Damage,1473
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Drugs,1418
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Fraud or Forgery,20
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Other Notifiable Offences,422
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Robbery,357
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Sexual Offences,337
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Theft and Handling,8833
2015,-0.221423779,51.49608552,Hammersmith and Fulham,Violence Against The Person,5663
2015,-0.107489086,51.5904085,Haringey,Burglary,2569
2015,-0.107489086,51.5904085,Haringey,Criminal Damage,2144
2015,-0.107489086,51.5904085,Haringey,Drugs,1336
2015,-0.107489086,51.5904085,Haringey,Fraud or Forgery,34
2015,-0.107489086,51.5904085,Haringey,Other Notifiable Offences,445
2015,-0.107489086,51.5904085,Haringey,Robbery,1235
2015,-0.107489086,51.5904085,Haringey,Sexual Offences,515
2015,-0.107489086,51.5904085,Haringey,Theft and Handling,9291
2015,-0.107489086,51.5904085,Haringey,Violence Against The Person,7541
2015,-0.34121755,51.59762886,Harrow,Burglary,1672
2015,-0.34121755,51.59762886,Harrow,Criminal Damage,1181
2015,-0.34121755,51.59762886,Harrow,Drugs,621
2015,-0.34121755,51.59762886,Harrow,Fraud or Forgery,15
2015,-0.34121755,51.59762886,Harrow,Other Notifiable Offences,207
2015,-0.34121755,51.59762886,Harrow,Robbery,309
2015,-0.34121755,51.59762886,Harrow,Sexual Offences,244
2015,-0.34121755,51.59762886,Harrow,Theft and Handling,4391
2015,-0.34121755,51.59762886,Harrow,Violence Against The Person,4199
2015,0.221167602,51.56436983,Havering,Burglary,1940
2015,0.221167602,51.56436983,Havering,Criminal Damage,1660
2015,0.221167602,51.56436983,Havering,Drugs,705
2015,0.221167602,51.56436983,Havering,Fraud or Forgery,13
2015,0.221167602,51.56436983,Havering,Other Notifiable Offences,359
2015,0.221167602,51.56436983,Havering,Robbery,323
2015,0.221167602,51.56436983,Havering,Sexual Offences,364
2015,0.221167602,51.56436983,Havering,Theft and Handling,5826
2015,0.221167602,51.56436983,Havering,Violence Against The Person,5034
2015,-0.44582914,51.54153292,Hillingdon,Burglary,2216
2015,-0.44582914,51.54153292,Hillingdon,Criminal Damage,2313
2015,-0.44582914,51.54153292,Hillingdon,Drugs,1103
2015,-0.44582914,51.54153292,Hillingdon,Fraud or Forgery,36
2015,-0.44582914,51.54153292,Hillingdon,Other Notifiable Offences,1008
2015,-0.44582914,51.54153292,Hillingdon,Robbery,322
2015,-0.44582914,51.54153292,Hillingdon,Sexual Offences,416
2015,-0.44582914,51.54153292,Hillingdon,Theft and Handling,8757
2015,-0.44582914,51.54153292,Hillingdon,Violence Against The Person,7450
2015,-0.367126387,51.46840119,Hounslow,Burglary,1782
2015,-0.367126387,51.46840119,Hounslow,Criminal Damage,2163
2015,-0.367126387,51.46840119,Hounslow,Drugs,1097
2015,-0.367126387,51.46840119,Hounslow,Fraud or Forgery,17
2015,-0.367126387,51.46840119,Hounslow,Other Notifiable Offences,533
2015,-0.367126387,51.46840119,Hounslow,Robbery,380
2015,-0.367126387,51.46840119,Hounslow,Sexual Offences,486
2015,-0.367126387,51.46840119,Hounslow,Theft and Handling,8129
2015,-0.367126387,51.46840119,Hounslow,Violence Against The Person,7095
2015,-0.110522698,51.54864424,Islington,Burglary,2343
2015,-0.110522698,51.54864424,Islington,Criminal Damage,1982
2015,-0.110522698,51.54864424,Islington,Drugs,1382
2015,-0.110522698,51.54864424,Islington,Fraud or Forgery,37
2015,-0.110522698,51.54864424,Islington,Other Notifiable Offences,481
2015,-0.110522698,51.54864424,Islington,Robbery,975
2015,-0.110522698,51.54864424,Islington,Sexual Offences,448
2015,-0.110522698,51.54864424,Islington,Theft and Handling,12252
2015,-0.110522698,51.54864424,Islington,Violence Against The Person,7392
2015,-0.192878281,51.501641,Kensington and Chelsea,Burglary,1590
2015,-0.192878281,51.501641,Kensington and Chelsea,Criminal Damage,1053
2015,-0.192878281,51.501641,Kensington and Chelsea,Drugs,1030
2015,-0.192878281,51.501641,Kensington and Chelsea,Fraud or Forgery,18
2015,-0.192878281,51.501641,Kensington and Chelsea,Other Notifiable Offences,287
2015,-0.192878281,51.501641,Kensington and Chelsea,Robbery,408
2015,-0.192878281,51.501641,Kensington and Chelsea,Sexual Offences,268
2015,-0.192878281,51.501641,Kensington and Chelsea,Theft and Handling,10073
2015,-0.192878281,51.501641,Kensington and Chelsea,Violence Against The Person,4533
2015,-0.286839936,51.38778202,Kingston upon Thames,Burglary,928
2015,-0.286839936,51.38778202,Kingston upon Thames,Criminal Damage,1028
2015,-0.286839936,51.38778202,Kingston upon Thames,Drugs,901
2015,-0.286839936,51.38778202,Kingston upon Thames,Fraud or Forgery,19
2015,-0.286839936,51.38778202,Kingston upon Thames,Other Notifiable Offences,201
2015,-0.286839936,51.38778202,Kingston upon Thames,Robbery,109
2015,-0.286839936,51.38778202,Kingston upon Thames,Sexual Offences,225
2015,-0.286839936,51.38778202,Kingston upon Thames,Theft and Handling,3494
2015,-0.286839936,51.38778202,Kingston upon Thames,Violence Against The Person,3015
2015,-0.118211164,51.45327427,Lambeth,Burglary,2568
2015,-0.118211164,51.45327427,Lambeth,Criminal Damage,2691
2015,-0.118211164,51.45327427,Lambeth,Drugs,2652
2015,-0.118211164,51.45327427,Lambeth,Fraud or Forgery,54
2015,-0.118211164,51.45327427,Lambeth,Other Notifiable Offences,642
2015,-0.118211164,51.45327427,Lambeth,Robbery,1159
2015,-0.118211164,51.45327427,Lambeth,Sexual Offences,812
2015,-0.118211164,51.45327427,Lambeth,Theft and Handling,12796
2015,-0.118211164,51.45327427,Lambeth,Violence Against The Person,10501
2015,-0.020113188,51.44814353,Lewisham,Burglary,2149
2015,-0.020113188,51.44814353,Lewisham,Criminal Damage,2468
2015,-0.020113188,51.44814353,Lewisham,Drugs,1596
2015,-0.020113188,51.44814353,Lewisham,Fraud or Forgery,38
2015,-0.020113188,51.44814353,Lewisham,Other Notifiable Offences,413
2015,-0.020113188,51.44814353,Lewisham,Robbery,810
2015,-0.020113188,51.44814353,Lewisham,Sexual Offences,540
2015,-0.020113188,51.44814353,Lewisham,Theft and Handling,7517
2015,-0.020113188,51.44814353,Lewisham,Violence Against The Person,8435
2015,-0.19734246,51.40994531,Merton,Burglary,1425
2015,-0.19734246,51.40994531,Merton,Criminal Damage,1425
2015,-0.19734246,51.40994531,Merton,Drugs,476
2015,-0.19734246,51.40994531,Merton,Fraud or Forgery,17
2015,-0.19734246,51.40994531,Merton,Other Notifiable Offences,204
2015,-0.19734246,51.40994531,Merton,Robbery,261
2015,-0.19734246,51.40994531,Merton,Sexual Offences,253
2015,-0.19734246,51.40994531,Merton,Theft and Handling,4520
2015,-0.19734246,51.40994531,Merton,Violence Against The Person,3898
2015,0.036251622,51.52833596,Newham,Burglary,2275
2015,0.036251622,51.52833596,Newham,Criminal Damage,2397
2015,0.036251622,51.52833596,Newham,Drugs,1682
2015,0.036251622,51.52833596,Newham,Fraud or Forgery,47
2015,0.036251622,51.52833596,Newham,Other Notifiable Offences,630
2015,0.036251622,51.52833596,Newham,Robbery,1397
2015,0.036251622,51.52833596,Newham,Sexual Offences,722
2015,0.036251622,51.52833596,Newham,Theft and Handling,11308
2015,0.036251622,51.52833596,Newham,Violence Against The Person,9411
2015,0.075695705,51.58549606,Redbridge,Burglary,2245
2015,0.075695705,51.58549606,Redbridge,Criminal Damage,1626
2015,0.075695705,51.58549606,Redbridge,Drugs,1269
2015,0.075695705,51.58549606,Redbridge,Fraud or Forgery,33
2015,0.075695705,51.58549606,Redbridge,Other Notifiable Offences,397
2015,0.075695705,51.58549606,Redbridge,Robbery,657
2015,0.075695705,51.58549606,Redbridge,Sexual Offences,446
2015,0.075695705,51.58549606,Redbridge,Theft and Handling,6772
2015,0.075695705,51.58549606,Redbridge,Violence Against The Person,5882
2015,-0.313109722,51.44213678,Richmond upon Thames,Burglary,1450
2015,-0.313109722,51.44213678,Richmond upon Thames,Criminal Damage,1074
2015,-0.313109722,51.44213678,Richmond upon Thames,Drugs,396
2015,-0.313109722,51.44213678,Richmond upon Thames,Fraud or Forgery,22
2015,-0.313109722,51.44213678,Richmond upon Thames,Other Notifiable Offences,217
2015,-0.313109722,51.44213678,Richmond upon Thames,Robbery,149
2015,-0.313109722,51.44213678,Richmond upon Thames,Sexual Offences,217
2015,-0.313109722,51.44213678,Richmond upon Thames,Theft and Handling,4100
2015,-0.313109722,51.44213678,Richmond upon Thames,Violence Against The Person,2861
2015,-0.074562705,51.47311693,Southwark,Burglary,2989
2015,-0.074562705,51.47311693,Southwark,Criminal Damage,2573
2015,-0.074562705,51.47311693,Southwark,Drugs,2271
2015,-0.074562705,51.47311693,Southwark,Fraud or Forgery,35
2015,-0.074562705,51.47311693,Southwark,Other Notifiable Offences,469
2015,-0.074562705,51.47311693,Southwark,Robbery,1220
2015,-0.074562705,51.47311693,Southwark,Sexual Offences,642
2015,-0.074562705,51.47311693,Southwark,Theft and Handling,11613
2015,-0.074562705,51.47311693,Southwark,Violence Against The Person,8867
2015,-0.177442606,51.36209146,Sutton,Burglary,1280
2015,-0.177442606,51.36209146,Sutton,Criminal Damage,1321
2015,-0.177442606,51.36209146,Sutton,Drugs,500
2015,-0.177442606,51.36209146,Sutton,Fraud or Forgery,9
2015,-0.177442606,51.36209146,Sutton,Other Notifiable Offences,182
2015,-0.177442606,51.36209146,Sutton,Robbery,163
2015,-0.177442606,51.36209146,Sutton,Sexual Offences,212
2015,-0.177442606,51.36209146,Sutton,Theft and Handling,3427
2015,-0.177442606,51.36209146,Sutton,Violence Against The Person,3696
2015,-0.035755196,51.51712534,Tower Hamlets,Burglary,2560
2015,-0.035755196,51.51712534,Tower Hamlets,Criminal Damage,2427
2015,-0.035755196,51.51712534,Tower Hamlets,Drugs,1812
2015,-0.035755196,51.51712534,Tower Hamlets,Fraud or Forgery,22
2015,-0.035755196,51.51712534,Tower Hamlets,Other Notifiable Offences,614
2015,-0.035755196,51.51712534,Tower Hamlets,Robbery,1113
2015,-0.035755196,51.51712534,Tower Hamlets,Sexual Offences,519
2015,-0.035755196,51.51712534,Tower Hamlets,Theft and Handling,9935
2015,-0.035755196,51.51712534,Tower Hamlets,Violence Against The Person,8833
2015,-0.012739664,51.59412072,Waltham Forest,Burglary,2229
2015,-0.012739664,51.59412072,Waltham Forest,Criminal Damage,1987
2015,-0.012739664,51.59412072,Waltham Forest,Drugs,1448
2015,-0.012739664,51.59412072,Waltham Forest,Fraud or Forgery,35
2015,-0.012739664,51.59412072,Waltham Forest,Other Notifiable Offences,412
2015,-0.012739664,51.59412072,Waltham Forest,Robbery,645
2015,-0.012739664,51.59412072,Waltham Forest,Sexual Offences,448
2015,-0.012739664,51.59412072,Waltham Forest,Theft and Handling,7285
2015,-0.012739664,51.59412072,Waltham Forest,Violence Against The Person,6915
2015,-0.186568805,51.45127296,Wandsworth,Burglary,2390
2015,-0.186568805,51.45127296,Wandsworth,Criminal Damage,1929
2015,-0.186568805,51.45127296,Wandsworth,Drugs,718
2015,-0.186568805,51.45127296,Wandsworth,Fraud or Forgery,25
2015,-0.186568805,51.45127296,Wandsworth,Other Notifiable Offences,487
2015,-0.186568805,51.45127296,Wandsworth,Robbery,450
2015,-0.186568805,51.45127296,Wandsworth,Sexual Offences,533
2015,-0.186568805,51.45127296,Wandsworth,Theft and Handling,9339
2015,-0.186568805,51.45127296,Wandsworth,Violence Against The Person,6924
2015,-0.161087673,51.51378932,Westminster,Burglary,3152
2015,-0.161087673,51.51378932,Westminster,Criminal Damage,2083
2015,-0.161087673,51.51378932,Westminster,Drugs,2107
2015,-0.161087673,51.51378932,Westminster,Fraud or Forgery,68
2015,-0.161087673,51.51378932,Westminster,Other Notifiable Offences,726
2015,-0.161087673,51.51378932,Westminster,Robbery,1506
2015,-0.161087673,51.51378932,Westminster,Sexual Offences,698
2015,-0.161087673,51.51378932,Westminster,Theft and Handling,27845
2015,-0.161087673,51.51378932,Westminster,Violence Against The Person,9876
2016,0.132869,51.545305,Barking and Dagenham,Burglary,1288
2016,0.132869,51.545305,Barking and Dagenham,Criminal Damage,1954
2016,0.132869,51.545305,Barking and Dagenham,Drugs,919
2016,0.132869,51.545305,Barking and Dagenham,Fraud or Forgery,16
2016,0.132869,51.545305,Barking and Dagenham,Other Notifiable Offences,378
2016,0.132869,51.545305,Barking and Dagenham,Robbery,538
2016,0.132869,51.545305,Barking and Dagenham,Sexual Offences,417
2016,0.132869,51.545305,Barking and Dagenham,Theft and Handling,5614
2016,0.132869,51.545305,Barking and Dagenham,Violence Against The Person,6081
2016,-0.20435,51.598981,Barnet,Burglary,3400
2016,-0.20435,51.598981,Barnet,Criminal Damage,2182
2016,-0.20435,51.598981,Barnet,Drugs,904
2016,-0.20435,51.598981,Barnet,Fraud or Forgery,40
2016,-0.20435,51.598981,Barnet,Other Notifiable Offences,499
2016,-0.20435,51.598981,Barnet,Robbery,463
2016,-0.20435,51.598981,Barnet,Sexual Offences,489
2016,-0.20435,51.598981,Barnet,Theft and Handling,9724
2016,0.140448,51.459029,Barnet,Violence Against The Person,7492
2016,0.140448,51.459029,Bexley,Burglary,1123
2016,0.140448,51.459029,Bexley,Criminal Damage,1673
2016,0.140448,51.459029,Bexley,Drugs,646
2016,0.140448,51.459029,Bexley,Fraud or Forgery,10
2016,0.140448,51.459029,Bexley,Other Notifiable Offences,294
2016,0.140448,51.459029,Bexley,Robbery,209
2016,0.140448,51.459029,Bexley,Sexual Offences,345
2016,0.140448,51.459029,Bexley,Theft and Handling,4393
2016,0.140448,51.459029,Bexley,Violence Against The Person,4503
2016,-0.267615105,51.55852881,Brent,Burglary,2628
2016,-0.267615105,51.55852881,Brent,Criminal Damage,2282
2016,-0.267615105,51.55852881,Brent,Drugs,2097
2016,-0.267615105,51.55852881,Brent,Fraud or Forgery,34
2016,-0.267615105,51.55852881,Brent,Other Notifiable Offences,537
2016,-0.267615105,51.55852881,Brent,Robbery,917
2016,-0.267615105,51.55852881,Brent,Sexual Offences,539
2016,-0.267615105,51.55852881,Brent,Theft and Handling,9024
2016,-0.267615105,51.55852881,Brent,Violence Against The Person,9204
2016,0.051581072,51.37200568,Bromley,Burglary,2214
2016,0.051581072,51.37200568,Bromley,Criminal Damage,2202
2016,0.051581072,51.37200568,Bromley,Drugs,728
2016,0.051581072,51.37200568,Bromley,Fraud or Forgery,35
2016,0.051581072,51.37200568,Bromley,Other Notifiable Offences,417
2016,0.051581072,51.37200568,Bromley,Robbery,369
2016,0.051581072,51.37200568,Bromley,Sexual Offences,458
2016,0.051581072,51.37200568,Bromley,Theft and Handling,7585
2016,0.051581072,51.37200568,Bromley,Violence Against The Person,6649
2016,-0.15753842,51.54638273,Camden,Burglary,2652
2016,-0.15753842,51.54638273,Camden,Criminal Damage,1932
2016,-0.15753842,51.54638273,Camden,Drugs,1489
2016,-0.15753842,51.54638273,Camden,Fraud or Forgery,38
2016,-0.15753842,51.54638273,Camden,Other Notifiable Offences,490
2016,-0.15753842,51.54638273,Camden,Robbery,896
2016,-0.15753842,51.54638273,Camden,Sexual Offences,541
2016,-0.15753842,51.54638273,Camden,Theft and Handling,14035
2016,-0.15753842,51.54638273,Camden,Violence Against The Person,7623
2016,-0.08714974,51.35540335,Croydon,Burglary,2738
2016,-0.08714974,51.35540335,Croydon,Criminal Damage,3218
2016,-0.08714974,51.35540335,Croydon,Drugs,1368
2016,-0.08714974,51.35540335,Croydon,Fraud or Forgery,40
2016,-0.08714974,51.35540335,Croydon,Other Notifiable Offences,718
2016,-0.08714974,51.35540335,Croydon,Robbery,1139
2016,-0.08714974,51.35540335,Croydon,Sexual Offences,747
2016,-0.08714974,51.35540335,Croydon,Theft and Handling,9231
2016,-0.08714974,51.35540335,Croydon,Violence Against The Person,10303
2016,-0.331103318,51.52252369,Ealing,Burglary,2492
2016,-0.331103318,51.52252369,Ealing,Criminal Damage,2564
2016,-0.331103318,51.52252369,Ealing,Drugs,1356
2016,-0.331103318,51.52252369,Ealing,Fraud or Forgery,56
2016,-0.331103318,51.52252369,Ealing,Other Notifiable Offences,613
2016,-0.331103318,51.52252369,Ealing,Robbery,670
2016,-0.331103318,51.52252369,Ealing,Sexual Offences,527
2016,-0.331103318,51.52252369,Ealing,Theft and Handling,10035
2016,-0.331103318,51.52252369,Ealing,Violence Against The Person,9394
2016,-0.087357679,51.6510689,Enfield,Burglary,2542
2016,-0.087357679,51.6510689,Enfield,Criminal Damage,2134
2016,-0.087357679,51.6510689,Enfield,Drugs,1063
2016,-0.087357679,51.6510689,Enfield,Fraud or Forgery,29
2016,-0.087357679,51.6510689,Enfield,Other Notifiable Offences,492
2016,-0.087357679,51.6510689,Enfield,Robbery,807
2016,-0.087357679,51.6510689,Enfield,Sexual Offences,522
2016,-0.087357679,51.6510689,Enfield,Theft and Handling,8037
2016,-0.087357679,51.6510689,Enfield,Violence Against The Person,7410
2016,0.056667612,51.4727399,Greenwich,Burglary,1780
2016,0.056667612,51.4727399,Greenwich,Criminal Damage,2475
2016,0.056667612,51.4727399,Greenwich,Drugs,867
2016,0.056667612,51.4727399,Greenwich,Fraud or Forgery,58
2016,0.056667612,51.4727399,Greenwich,Other Notifiable Offences,521
2016,0.056667612,51.4727399,Greenwich,Robbery,486
2016,0.056667612,51.4727399,Greenwich,Sexual Offences,520
2016,0.056667612,51.4727399,Greenwich,Theft and Handling,8009
2016,0.056667612,51.4727399,Greenwich,Violence Against The Person,8587
2016,-0.063392167,51.55224629,Hackney,Burglary,2722
2016,-0.063392167,51.55224629,Hackney,Criminal Damage,1981
2016,-0.063392167,51.55224629,Hackney,Drugs,1350
2016,-0.063392167,51.55224629,Hackney,Fraud or Forgery,17
2016,-0.063392167,51.55224629,Hackney,Other Notifiable Offences,499
2016,-0.063392167,51.55224629,Hackney,Robbery,1020
2016,-0.063392167,51.55224629,Hackney,Sexual Offences,665
2016,-0.063392167,51.55224629,Hackney,Theft and Handling,11835
2016,-0.063392167,51.55224629,Hackney,Violence Against The Person,8832
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Burglary,1533
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Criminal Damage,1407
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Drugs,1324
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Fraud or Forgery,27
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Other Notifiable Offences,474
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Robbery,398
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Sexual Offences,396
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Theft and Handling,8938
2016,-0.221423779,51.49608552,Hammersmith and Fulham,Violence Against The Person,6130
2016,-0.107489086,51.5904085,Haringey,Burglary,2474
2016,-0.107489086,51.5904085,Haringey,Criminal Damage,2234
2016,-0.107489086,51.5904085,Haringey,Drugs,1540
2016,-0.107489086,51.5904085,Haringey,Fraud or Forgery,55
2016,-0.107489086,51.5904085,Haringey,Other Notifiable Offences,551
2016,-0.107489086,51.5904085,Haringey,Robbery,1251
2016,-0.107489086,51.5904085,Haringey,Sexual Offences,562
2016,-0.107489086,51.5904085,Haringey,Theft and Handling,10567
2016,-0.107489086,51.5904085,Haringey,Violence Against The Person,8574
2016,-0.34121755,51.59762886,Harrow,Burglary,1995
2016,-0.34121755,51.59762886,Harrow,Criminal Damage,1209
2016,-0.34121755,51.59762886,Harrow,Drugs,473
2016,-0.34121755,51.59762886,Harrow,Fraud or Forgery,24
2016,-0.34121755,51.59762886,Harrow,Other Notifiable Offences,266
2016,-0.34121755,51.59762886,Harrow,Robbery,378
2016,-0.34121755,51.59762886,Harrow,Sexual Offences,270
2016,-0.34121755,51.59762886,Harrow,Theft and Handling,4530
2016,-0.34121755,51.59762886,Harrow,Violence Against The Person,4289
2016,0.221167602,51.56436983,Havering,Burglary,1826
2016,0.221167602,51.56436983,Havering,Criminal Damage,1804
2016,0.221167602,51.56436983,Havering,Drugs,717
2016,0.221167602,51.56436983,Havering,Fraud or Forgery,17
2016,0.221167602,51.56436983,Havering,Other Notifiable Offences,389
2016,0.221167602,51.56436983,Havering,Robbery,311
2016,0.221167602,51.56436983,Havering,Sexual Offences,331
2016,0.221167602,51.56436983,Havering,Theft and Handling,5919
2016,0.221167602,51.56436983,Havering,Violence Against The Person,5936
2016,-0.44582914,51.54153292,Hillingdon,Burglary,2229
2016,-0.44582914,51.54153292,Hillingdon,Criminal Damage,2470
2016,-0.44582914,51.54153292,Hillingdon,Drugs,1042
2016,-0.44582914,51.54153292,Hillingdon,Fraud or Forgery,53
2016,-0.44582914,51.54153292,Hillingdon,Other Notifiable Offences,1305
2016,-0.44582914,51.54153292,Hillingdon,Robbery,420
2016,-0.44582914,51.54153292,Hillingdon,Sexual Offences,446
2016,-0.44582914,51.54153292,Hillingdon,Theft and Handling,9045
2016,-0.44582914,51.54153292,Hillingdon,Violence Against The Person,7830
2016,-0.367126387,51.46840119,Hounslow,Burglary,1808
2016,-0.367126387,51.46840119,Hounslow,Criminal Damage,2214
2016,-0.367126387,51.46840119,Hounslow,Drugs,1086
2016,-0.367126387,51.46840119,Hounslow,Fraud or Forgery,34
2016,-0.367126387,51.46840119,Hounslow,Other Notifiable Offences,665
2016,-0.367126387,51.46840119,Hounslow,Robbery,392
2016,-0.367126387,51.46840119,Hounslow,Sexual Offences,521
2016,-0.367126387,51.46840119,Hounslow,Theft and Handling,8691
2016,-0.367126387,51.46840119,Hounslow,Violence Against The Person,7404
2016,-0.110522698,51.54864424,Islington,Burglary,2050
2016,-0.110522698,51.54864424,Islington,Criminal Damage,1902
2016,-0.110522698,51.54864424,Islington,Drugs,1773
2016,-0.110522698,51.54864424,Islington,Fraud or Forgery,32
2016,-0.110522698,51.54864424,Islington,Other Notifiable Offences,508
2016,-0.110522698,51.54864424,Islington,Robbery,938
2016,-0.110522698,51.54864424,Islington,Sexual Offences,478
2016,-0.110522698,51.54864424,Islington,Theft and Handling,12059
2016,-0.110522698,51.54864424,Islington,Violence Against The Person,7831
2016,-0.192878281,51.501641,Kensington and Chelsea,Burglary,1447
2016,-0.192878281,51.501641,Kensington and Chelsea,Criminal Damage,1051
2016,-0.192878281,51.501641,Kensington and Chelsea,Drugs,1679
2016,-0.192878281,51.501641,Kensington and Chelsea,Fraud or Forgery,37
2016,-0.192878281,51.501641,Kensington and Chelsea,Other Notifiable Offences,326
2016,-0.192878281,51.501641,Kensington and Chelsea,Robbery,522
2016,-0.192878281,51.501641,Kensington and Chelsea,Sexual Offences,314
2016,-0.192878281,51.501641,Kensington and Chelsea,Theft and Handling,9858
2016,-0.192878281,51.501641,Kensington and Chelsea,Violence Against The Person,4693
2016,-0.286839936,51.38778202,Kingston upon Thames,Burglary,879
2016,-0.286839936,51.38778202,Kingston upon Thames,Criminal Damage,1053
2016,-0.286839936,51.38778202,Kingston upon Thames,Drugs,743
2016,-0.286839936,51.38778202,Kingston upon Thames,Fraud or Forgery,16
2016,-0.286839936,51.38778202,Kingston upon Thames,Other Notifiable Offences,189
2016,-0.286839936,51.38778202,Kingston upon Thames,Robbery,121
2016,-0.286839936,51.38778202,Kingston upon Thames,Sexual Offences,244
2016,-0.286839936,51.38778202,Kingston upon Thames,Theft and Handling,3804
2016,-0.286839936,51.38778202,Kingston upon Thames,Violence Against The Person,3195
2016,-0.118211164,51.45327427,Lambeth,Burglary,3087
2016,-0.118211164,51.45327427,Lambeth,Criminal Damage,2765
2016,-0.118211164,51.45327427,Lambeth,Drugs,2739
2016,-0.118211164,51.45327427,Lambeth,Fraud or Forgery,42
2016,-0.118211164,51.45327427,Lambeth,Other Notifiable Offences,635
2016,-0.118211164,51.45327427,Lambeth,Robbery,1198
2016,-0.118211164,51.45327427,Lambeth,Sexual Offences,809
2016,-0.118211164,51.45327427,Lambeth,Theft and Handling,13159
2016,-0.118211164,51.45327427,Lambeth,Violence Against The Person,10495
2016,-0.020113188,51.44814353,Lewisham,Burglary,2071
2016,-0.020113188,51.44814353,Lewisham,Criminal Damage,2352
2016,-0.020113188,51.44814353,Lewisham,Drugs,1616
2016,-0.020113188,51.44814353,Lewisham,Fraud or Forgery,41
2016,-0.020113188,51.44814353,Lewisham,Other Notifiable Offences,485
2016,-0.020113188,51.44814353,Lewisham,Robbery,868
2016,-0.020113188,51.44814353,Lewisham,Sexual Offences,630
2016,-0.020113188,51.44814353,Lewisham,Theft and Handling,7700
2016,-0.020113188,51.44814353,Lewisham,Violence Against The Person,8816
2016,-0.19734246,51.40994531,Merton,Burglary,1417
2016,-0.19734246,51.40994531,Merton,Criminal Damage,1418
2016,-0.19734246,51.40994531,Merton,Drugs,466
2016,-0.19734246,51.40994531,Merton,Fraud or Forgery,20
2016,-0.19734246,51.40994531,Merton,Other Notifiable Offences,249
